type,rollup,search_terms,effective_range,review,segment,param_keys,id,updatedOn,param_values,priority,name,redirect_url,filters_normalized,deployed,description,doc_type,attr_external_version_s_,createdOn,external_version_s,enabled,matching,display_type,banner_url,new_id,groups,filters,param_policies
banner,Banner,"cart,smart cart",,approved,,,6fdcd9f8-d7e9-48bc-9550-964a9d5c2bd3,2019-01-09T19:15:51.820Z,,1,Cart,,,FALSE,cart,rule,,2018-12-08T00:10:05.060Z,,TRUE,keywords,Banner,"<div class=""padding-top-small""> <div class=""bold"">BEST MATCH</div> <a class=""text-large text-hyperlink bold"" href=""https://www.verizon.com/foryourhome/ordering/ordernew/xpsentry.aspx?incid=srch_res_savedcart&RichTextMedia=yes"" tabindex=""0"">My Cart</a>  <div>Looking for your saved cart? Find it here.</div> </div>",,rules-global,,
banner,Banner,"football,nfl",,approved,Residential,,cf4c5b17-9414-4936-a6e2-fcee5f3fcdbb,2018-04-19T18:46:49.410Z,,1,Residential NFL Options,,,FALSE,Residential NFL Options,rule,"15\,982\,013\,811\,859\,100\,000\,000\,000\,000\,000\,000\,000",2018-04-19T18:46:49.410Z,1.60E+18,TRUE,keywords,Banner,"<div class=""padding-top-small""> <div class=""bold"">BEST MATCH</div> <a class=""text-large text-hyperlink bold"" href=""https://www.verizon.com/home/MLP/SPORTSPASS.html?incid=srch_res_nfloption&amp;RichTextMedia=yes"" name=""&amp;lid=res_nfloption&amp;lpos=promo"" tabindex=""0"">Fios TV Sports Pass Featuring NFL RedZone from NFL Network</a>  <div class=""row border-bottom border-grey-5-active large-padding-left-zero medium-padding-left-tiny small-padding-left-tiny tiny-padding-left-micro""> <div class=""column tiny-12 padding-top-small padding-bottom-tiny large-padding-left-zero medium-padding-left-tiny small-padding-left-tiny tiny-padding-left-tiny""> <div class=""text-xlarge text-grey-2 bold"">Please chose an option related to NFL:</div> </div>  <div class=""column tiny-12 large-padding-left-zero medium-padding-left-tiny small-padding-left-tiny tiny-padding-left-tiny""> <ul class=""tiny-block-grid-4 small-block-grid-4 medium-block-grid-5 large-block-grid-5 margin-vert-zero"">  <li class=""padding-left-zero padding-bottom-micro""><a class=""button cta-text normal-weight text-normal"" href=""https://www.verizon.com/info/channel-lineup/?incid=srch_res_nfloption_channellineup&amp;RichTextMedia=yes"" name=""&amp;lid=res_nfloption_channellineup&amp;lpos=promo"" role=""button"" tabindex=""0"">Channel Lineup</a></li>      <li class=""padding-bottom-micro""><a class=""button cta-text normal-weight text-normal"" href=""https://www.verizon.com/home/MLP/SPORTSPASS.html?incid=srch_res_nfloption_sportspass&amp;RichTextMedia=yes"" name=""&amp;lid=res_nfloption_sportspass&amp;lpos=promo"" role=""button"" tabindex=""0"">Fios TV Sports Pass</a></li>     <!--<li class=""padding-bottom-micro""><a class=""button cta-text normal-weight text-normal"" href=""http://www.verizon.com/home/searchtrk/?incid=srch_res_nfloption_nflmobile&amp;RichTextMedia=yes&amp;dest=https%3A%2F%2Fwww.verizonwireless.com%2Fnfl%2Fnfl-mobile%2F"" name=""&amp;lid=res_nfloption_nflmobile&amp;lpos=promo"" role=""button"" tabindex=""0"">NFL Mobile</a></li>//-->    <li class=""padding-bottom-micro""><a class=""button cta-text normal-weight text-normal"" href=""https://www.verizon.com/support/residential/tv/programs-features/sports-channel-blackouts?incid=srch_res_nfloption_blackouts&amp;RichTextMedia=yes"" name=""&amp;lid=res_nfloption_blackouts&amp;lpos=promo"" role=""button"" tabindex=""0"">Sports Blackouts</a></li> </ul> </div> </div> </div>",cf4c5b17-9414-4936-a6e2-fcee5f3fcdbb,rules-global,,
banner,Banner,"payment,arrangement",,approved,,,a68b0d07-b758-4532-9010-8ca5a06bebbe,2018-11-19T16:51:47.740Z,,1,personalization-ann-payarrange,,,FALSE,personalization-ann-payarrange,rule,,2018-09-10T15:32:05.820Z,,TRUE,text,Banner,personalization-ann-payarrange,,rules-global,,
banner,Banner,"nhl,hockey,ice",,approved,,,e4d7adcb-0414-4b64-86cf-e033015bacc2,2019-03-14T03:32:59.710Z,,1,personalization-ann-nhl,,,FALSE,personalization-ann-nhl,rule,,2019-02-19T21:59:23.660Z,,TRUE,text,Banner,personalization-ann-nhl,,rules-global,,
redirect,Redirect,jabra,,approved,,,4af1ff0d-9841-4986-8efa-064575a9b900,2018-12-12T23:32:32.250Z,,1,Redirect: Jabra Elite 65T,https://www.verizon.com/home/searchtrk/?incid=srch_vzw_general&RichTextMedia=yes&dest=https%3A%2F%2Fwww.verizonwireless.com%2Fsearch%2FvzwSearch%3FNtt%3Djabra%26WirelessBan%3Dyes,,FALSE,Jabra Elite 65T,rule,,2018-11-27T14:46:18.320Z,,FALSE,keywords,Redirect,,,rules-global,,
banner,Banner,"optimizer,extender,extend",,approved,,,1758caa1-944a-4a68-90ef-e3798afadf23,2019-03-14T03:40:59.880Z,,1,personalization-ann-wifiextender,,,FALSE,personalization-ann-wifiextender,rule,,2018-09-10T15:32:05.820Z,,TRUE,text,Banner,personalization-ann-wifiextender,,rules-global,,
banner,Banner,"pay per view,PPV,pay-per-view",,approved,Residential,,e5414f2e-3e95-42ce-b5d4-96886a5ce5c2,2018-04-20T20:44:17.300Z,,1,Residential Pay Per View,,,FALSE,Residential Pay Per View,rule,"15\,982\,993\,689\,469\,200\,000\,000\,000\,000\,000\,000\,000",2018-04-19T18:56:00.910Z,1.60E+18,TRUE,keywords,Banner,"<div class=""padding-top-small""> <div class=""bold"">BEST MATCH</div> <a class=""text-large text-hyperlink bold"" href=""https://www.verizon.com/OnDemand/Payperview/Home?incid=srch_res_pay_per_view&amp;RichTextMedia=yes"" tabindex=""0"">Pay Per View</a>  <div>Win by decision. Invite your friends and watch the action on pay per view.</div> </div>",e5414f2e-3e95-42ce-b5d4-96886a5ce5c2,rules-global,,
banner,Banner,"lookup,reverse",,approved,Residential,,6a1cddda-63cb-4e3d-881b-ea98be95d5ce,2018-04-19T20:11:28.510Z,,1,Residential Reverse Number Look Up,,,FALSE,Residential Reverse Number Look Up,rule,"15\,982\,067\,069\,222\,900\,000\,000\,000\,000\,000\,000\,000",2018-04-19T19:01:08.220Z,1.60E+18,TRUE,text,Banner,"<div class=""padding-top-small""> <div class=""bold"">BEST MATCH</div> <a class=""text-large text-hyperlink bold"" href=""https://www.verizon.com/support/consumer/phone/white-pages?incid=srch_res_reverselookup&amp;RichTextMedia=yes"" tabindex=""0"">Reverse Phone Number Lookup and White Pages - Phone Customer Service</a>  <div>Look up information using Verizon White Pages. Information on Reverse Phone Number lookup.</div> </div>",6a1cddda-63cb-4e3d-881b-ea98be95d5ce,rules-global,,
banner,Banner,"sport pass,sportpass,Bien,ESPN,Goal Line,Fox,Longhorn Network,MavTV,Strike Zone,NFL Network,Pursuit,RedZone,TVG,TVG2,willow",,approved,Residential,,538a8c74-c734-40e0-a7cb-b26e33740fe4,2018-04-19T19:06:51.410Z,,1,Residential Sports Pass,,,FALSE,Residential Sports Pass,rule,"15\,982\,026\,429\,825\,000\,000\,000\,000\,000\,000\,000\,000",2018-04-19T19:06:51.410Z,1.60E+18,TRUE,keywords,Banner,"<div class=""padding-top-small""> <div class=""bold"">BEST MATCH</div> <a class=""text-large text-hyperlink bold"" href=""https://www.verizon.com/home/MLP/SPORTSPASS.html?incid=srch_res_sportspass"" name=""&amp;lid=res_sportspass&amp;lpos=promo&amp;RichTextMedia=yes"" tabindex=""0"">Fios TV Sports Pass</a>  <div>Catch a wide range of sports with the ultimate ticket to 15 top channels. Sports Pass delivers these popular networks: Bien Sports\, Bases Loaded\, ESPN Classic\, Goal Line\, ESPN College Extra\, Fox College Sports\, Longhorn Network\, MavTV\, Strike Zone\, NFL Network\, Pursuit\, NFL RedZone\, TVG\, TVG2\, and Willow.</div> </div>",538a8c74-c734-40e0-a7cb-b26e33740fe4,rules-global,,
banner,Banner,"aol,email,e-mail,verizon.net,e mail,emails",,approved,Residential,,98d7efbb-d994-4e24-a9e1-85c919ad35fb,2018-04-19T20:10:27.050Z,,1,Residential Support Email Retirement,,,FALSE,Residential Support Email Retirement,rule,"15\,982\,066\,424\,904\,400\,000\,000\,000\,000\,000\,000\,000",2018-04-19T19:26:38.360Z,1.60E+18,TRUE,text,Banner,"<div class=""padding-top-small""> <div class=""bold"">BEST MATCH</div> <a class=""text-large text-hyperlink bold"" href=""https://www.verizon.com/support/residential/email?incid=srch_res_support_email_mig"" name=""&amp;lid=res_support_email_mig&amp;lpos=promo&amp;RichTextMedia=yes"" tabindex=""0"">Verizon Email Retirement</a>  <div>Verizon has retired our email service. Access your AOL or Yahoo email\, or learn more here.</div> </div>",98d7efbb-d994-4e24-a9e1-85c919ad35fb,rules-global,,
banner,Banner,"wifi password,wi-fi password",,approved,,,605c20db-8f76-4889-8171-d7f95b584ec3,2018-12-04T20:00:06.160Z,,1,WIFI Password,,,FALSE,,rule,,2018-04-18T16:37:09.500Z,,TRUE,keywords,Banner,"<div class=""padding-top-small""> <a class=""text-large text-hyperlink bold"" href=""https://www.verizon.com/ForYourHome/VZRepair/vziha/Servicecad.aspx?ihaweb=FIX_SETUPWIFI&amp;incid=srch_res_support_wifi&amp;RichTextMedia=yes"" tabindex=""0"">Manage Wi-Fi Settings</a>  <div>Use the Verizon Troubleshooter to manage your Wi-Fi settings.</div> </div>",,rules-global,,
banner,Banner,"job,carrer,carrers,jobs",,approved,,,2face0a0-6e1d-42e6-ae3e-062417dee701,2018-05-30T03:14:29.800Z,,1,Careers,,,FALSE,Careers,rule,"16\,018\,571\,998\,464\,500\,000\,000\,000\,000\,000\,000\,000",2018-04-18T17:41:21.050Z,1.60E+18,TRUE,keywords,Banner,"<div class=""padding-top-small""> <a class=""text-large text-hyperlink bold"" href=""http://www.verizon.com/home/searchtrk/?incid=srch_careers&amp;RichTextMedia=yes&amp;dest=http%3A%2F%2Fwww.verizon.com%2Fabout%2Fcareers"" tabindex=""0"">Careers at Verizon</a>  <div>With a career at Verizon\, you wake up to your dream job. Every day.</div> </div>",2face0a0-6e1d-42e6-ae3e-062417dee701,rules-global,,
banner,Banner,forward,,approved,Residential,,6767f7a7-b576-4261-8b45-13e1b61b29df,2018-04-18T22:05:23.230Z,,1,Residential Call Forwarding,,,FALSE,Residential Call Forwarding,rule,"15\,981\,232\,766\,530\,300\,000\,000\,000\,000\,000\,000\,000",2018-04-18T22:05:23.230Z,1.60E+18,TRUE,text,Banner,"<div class=""padding-top-small""> <div class=""bold"">BEST MATCH</div> <a class=""text-large text-hyperlink bold"" href=""http://www.verizon.com/Support/Residential/Phone/Homephone/Calling+Features/Call+Forwarding/Questions+and+Answers/96564.htm?incid=srch_callfwd&amp;RichTextMedia=yes"" name=""&amp;lid=callfwd&amp;lpos=promo"" tabindex=""0"">Call Forwarding</a>  <div>Steps to get your phone service accessible anywhere you go.</div> </div>",6767f7a7-b576-4261-8b45-13e1b61b29df,rules-global,,
banner,Banner,bhr,,approved,Residential,,d10e1195-20db-444c-8317-8ca1104d022f,2018-04-18T17:47:12.790Z,,1,Residential BHR Repair,,,FALSE,,rule,"15\,981\,070\,353\,893\,900\,000\,000\,000\,000\,000\,000\,000",2018-04-18T17:47:12.790Z,1.60E+18,TRUE,keywords,Banner,"<div class=""padding-top-small""> <div class=""bold"">BEST MATCH</div> <a class=""text-large text-hyperlink bold"" href=""https://www.verizon.com/ForYourHome/VZRepair/vziha/Servicecad.aspx?ihaweb=FIX_CPE&amp;incid=srch_res_bhr&amp;RichTextMedia=yes"" name=""&amp;lid=res_bhr&amp;lpos=promo&amp;RichTextMedia=yes"" tabindex=""0"">Verizon Router Troubleshooting</a>  <div>Use our easy online tools to troubleshoot technical glitches.</div> </div>",d10e1195-20db-444c-8317-8ca1104d022f,rules-global,,
banner,Banner,"facebook,social media,FB,face book",,approved,Residential,,9f2a0c2c-2579-4d8a-a410-8cc8ae1c376d,2018-04-18T22:11:00.760Z,,1,Residential Fios Facebook,,,FALSE,Residential Fios Facebook,rule,"15\,981\,236\,309\,930\,800\,000\,000\,000\,000\,000\,000\,000",2018-04-18T22:11:00.760Z,1.60E+18,TRUE,text,Banner,"<div class=""padding-top-small""> <div class=""bold"">BEST MATCH</div> <a class=""text-large text-hyperlink bold"" href=""http://www.verizon.com/home/searchtrk/?incid=srch_res_facebook&amp;RichTextMedia=yes&amp;dest=https%3A%2F%2Fwww.facebook.com%2FVerizonFiOS"" name=""&amp;lid=res_facebook&amp;lpos=promo"" tabindex=""0"" target=""_blank"">Join our Fios Facebook page</a>  <div>Be a part of our ever-growing community of Verizon Fios.</div> </div>",9f2a0c2c-2579-4d8a-a410-8cc8ae1c376d,rules-global,,
banner,Banner,"internet,fios internet,internet service,broadband,fiber optic,verizon fios,high speed internet,ISP,internet access,internet products,internet deals",,approved,Residential,,1953d760-d436-46d5-b768-ad7e444a0413,2018-04-18T22:13:39.900Z,,1,Residential Fios Internet,,,FALSE,Residential Fios Internet,rule,"15\,981\,237\,990\,326\,200\,000\,000\,000\,000\,000\,000\,000",2018-04-18T22:13:39.900Z,1.60E+18,TRUE,keywords,Banner,"<div class=""padding-top-small""> <div class=""bold"">BEST MATCH</div> <a class=""text-large text-hyperlink bold"" href=""http://www.verizon.com/home/fios-fastest-internet/?incid=srch_res_fiosdataspeed_lrn&amp;RichTextMedia=yes"" name=""&amp;lid=res_fiosdataspeed&amp;lpos=promo"" tabindex=""0"">Fios High Speed Fiber-Optic Home Internet Services Provider</a>  <div>Experience Verizon&#39;s 100% fiber optic Fios Internet service. Try our speed test and find out why Verizon is America&#39;s #1 Internet Service Provider!</div> </div>",1953d760-d436-46d5-b768-ad7e444a0413,rules-global,,
banner,Banner,"technician,dispatch,shipment tracking,tech arrival,ticket",,approved,Residential,,adb0f5de-86d2-42ec-9258-4b136edb786b,2018-04-19T19:57:21.770Z,,1,Residential Support Trouble Ticket Flow,,,FALSE,Residential Support Trouble Ticket Flow,rule,"15\,982\,058\,212\,457\,100\,000\,000\,000\,000\,000\,000\,000",2018-04-19T19:53:31.650Z,1.60E+18,TRUE,keywords,Banner,"<div class=""padding-top-small""> <div class=""bold"">BEST MATCH</div> <a class=""text-large text-hyperlink bold"" href=""https://www.verizon.com/ForYourHome/VzRepair/VzIHA/Servicecad.aspx?ihaweb=Web_TroubleTicket&amp;incid=srch_res_support_trbltix&amp;RichTextMedia=yes"" tabindex=""0"">Verizon Ticket Status</a>  <div>Check your Verizon trouble ticket status here.</div> </div>",adb0f5de-86d2-42ec-9258-4b136edb786b,rules-global,,
banner,Banner,"battery beeping,battery backup,bbu,replace battery,battery replacement",,approved,Residential,,cb21f77f-238c-4092-8606-285b5b432201,2018-04-19T19:28:47.690Z,,1,Residential Support Fix Battery Issues,,,FALSE,Residential Support Fix Battery Issues,rule,"15\,982\,040\,216\,680\,500\,000\,000\,000\,000\,000\,000\,000",2018-04-19T19:28:47.690Z,1.60E+18,TRUE,keywords,Banner,"<div class=""padding-top-small""> <div class=""bold"">BEST MATCH</div> <a class=""text-large text-hyperlink bold"" href=""https://www.verizon.com/ForYourHome/VZRepair/vziha/Servicecad.aspx?ihaweb=FIX_BATT&amp;incid=srch_res_support_fix_battery&amp;RichTextMedia=yes"" tabindex=""0"">Battery Beeping Problems - Fios Customer Service</a>  <div>Fix or replace a Fios battery with the Verizon Troubleshooter.</div> </div>",cb21f77f-238c-4092-8606-285b5b432201,rules-global,,
banner,Banner,"DVR not working,DVR issue,remote control issue,remote issue,STB issue,Set top box issue,remote control support,remote problem,remote not working,remote issue,set top box not working",,approved,Residential,,35b0171c-23cb-41a6-9bbc-6fe45713cd2b,2018-04-19T19:25:39.970Z,,1,Residential Support DVR STB Remote,,,FALSE,Residential Support DVR STB Remote,rule,"15\,982\,038\,252\,110\,400\,000\,000\,000\,000\,000\,000\,000",2018-04-19T19:11:55Z,1.60E+18,TRUE,keywords,Banner,"<div class=""padding-top-small""> <div class=""bold"">BEST MATCH</div> <a class=""text-large text-hyperlink bold"" href=""https://www.verizon.com/ForYourHome/VZRepair/vziha/Servicecad.aspx?ihaweb=FIX_STBREMOTE&amp;incid=srch_res_support_dvrstbremote&amp;RichTextMedia=yes"" tabindex=""0"">Fix DVR\, Set Top Box\, Remote Control</a>  <div>Fix DVR\, set top box and remote control issues with the Verizon Troubleshooter.</div> </div>",35b0171c-23cb-41a6-9bbc-6fe45713cd2b,rules-global,,
banner,Banner,"voice mail,voicemail",,approved,Residential,,3f3eb158-bd98-44cc-9007-7e8d5abfbfd4,2018-04-19T20:10:08.080Z,,1,Residential Support Voice Mail,,,FALSE,Residential Support Voice Mail,rule,"15\,982\,066\,243\,710\,400\,000\,000\,000\,000\,000\,000\,000",2018-04-19T20:00:54.570Z,1.60E+18,TRUE,keywords,Banner,"<div class=""padding-top-small""> <div class=""bold"">BEST MATCH</div> <a class=""text-large text-hyperlink bold"" href=""https://www.verizon.com/support/residential/homephone/calling-features/voicemail?incid=srch_res_support_voicemail&amp;RichTextMedia=yes"" tabindex=""0"">Voice Mail User Guides and Access Numbers - Phone Customer Service</a>  <div>Looking for user guides for Verizon home and OnePoint voicemail? Check Here</div> </div>",3f3eb158-bd98-44cc-9007-7e8d5abfbfd4,rules-global,,
banner,Banner,"fast fios,fastest internet,fast internet,upgrade quantum,quantum",,approved,Residential,,8ceab92f-b227-420b-8e9f-37c520308136,2018-04-18T22:16:48.280Z,,1,Residential Fios Quantum,,,FALSE,Residential Fios Quantum,rule,"15\,981\,239\,950\,775\,400\,000\,000\,000\,000\,000\,000\,000",2018-04-18T22:16:48.280Z,1.60E+18,TRUE,keywords,Banner,"<div class=""padding-top-small""> <div class=""bold"">BEST MATCH</div> <a class=""text-large text-hyperlink bold"" href=""http://www.verizon.com/home/fios-fastest-internet/?incid=srch_quantum&amp;RichTextMedia=yes"" name=""&amp;lid=quantum&amp;lpos=promo"" tabindex=""0"">Upgrade to Fios Quantum</a>  <div>Get more done in record time. Only with Fios Quantum<sup>SM</sup> Internet.<br /> Untouchable speed and proven reliability - that&#39;s the power of 100% fiber optics.</div> </div>",8ceab92f-b227-420b-8e9f-37c520308136,rules-global,,
banner,Banner,"slow,speedupgrade,speed,gigabit,gigabyte",,approved,,,99fff687-cbb0-44fd-8804-7c0abe54b1c6,2019-03-14T03:37:38.310Z,,1,personalization-ann-speedupgrade,,,FALSE,personalization-ann-speedupgrade,rule,,2018-05-04T21:01:04.760Z,,FALSE,text,Banner,personalization-ann-speedupgrade,,rules-global,,
banner,Banner,"renew,renewal,contract",,approved,,,65d25fad-f537-44c0-b8b6-1cb091286555,2018-05-08T16:21:52.390Z,,1,personalization-ann-renewals,,,FALSE,personalization-ann-renewals,rule,1.60E+37,2018-05-07T15:32:05.820Z,1.60E+18,TRUE,text,Banner,personalization-ann-renewals,,rules-global,,
banner,Banner,"black bars,picture pixel,tv black screen,fuzzy pictures,no picture,distorted picture",,approved,Residential,,a1827eb0-4121-43a1-be45-693c8435a0af,2018-04-19T19:51:57.340Z,,1,Residential Support Fix TV Picture Quality Issues,,,FALSE,Residential Support Fix TV Picture Quality Issues,rule,"15\,982\,054\,794\,288\,100\,000\,000\,000\,000\,000\,000\,000",2018-04-19T19:51:57.340Z,1.60E+18,TRUE,keywords,Banner,"<div class=""padding-top-small""> <div class=""bold"">BEST MATCH</div> <a class=""text-large text-hyperlink bold"" href=""https://www.verizon.com/ForYourHome/VZRepair/vziha/Servicecad.aspx?ihaweb=FIX_PIC&amp;incid=srch_res_support_fix_tv_pic&amp;RichTextMedia=yes"" tabindex=""0"">Fix TV Picture Problems - Fios TV Customer Service</a>  <div>Fix Fios TV picture problems with the Verizon Troubleshooter.</div> </div>",a1827eb0-4121-43a1-be45-693c8435a0af,rules-global,,
banner,Banner,"tv issues,tv outage,tv picture problems,tv out,all channels out,ACO",,approved,Residential,,be7e5928-ad1e-4372-9e61-93634da21df7,2018-04-19T20:05:51.640Z,,1,Residential TV Outage,,,FALSE,Residential TV Outage,rule,"15\,982\,063\,658\,666\,500\,000\,000\,000\,000\,000\,000\,000",2018-04-19T20:05:51.640Z,1.60E+18,TRUE,keywords,Banner,"<div class=""padding-top-small""> <div class=""bold"">BEST MATCH</div> <a class=""text-large text-hyperlink bold"" href=""https://www.verizon.com/ForYourHome/VZRepair/vziha/Servicecad.aspx?ihaweb=FIX_ACO&amp;incid=srch_res_tvoutage&amp;RichTextMedia=yes"" tabindex=""0"">Having trouble with your TV channels and/or picture?</a>  <div>Use the Verizon troubleshooter to guide you through the steps to resolve your TV issues.</div> </div>",be7e5928-ad1e-4372-9e61-93634da21df7,rules-global,,
banner,Banner,"prepaid,pre-paid,pre paid,card balance",,approved,Residential,,820ac80b-253b-4152-800d-05d3ccd0da9f,2018-04-19T20:19:04.180Z,,1,Residential Visa Prepaid Card,,,FALSE,Residential Visa Prepaid Card,rule,"15\,982\,071\,852\,270\,800\,000\,000\,000\,000\,000\,000\,000",2018-04-19T20:19:04.180Z,1.60E+18,TRUE,keywords,Banner,"<div class=""padding-top-small""> <div class=""bold"">BEST MATCH</div> <a class=""text-large text-hyperlink bold"" href=""http://www.verizon.com/Support/Residential/Generic/General/Prepaid-Card.htm?incid=srch_res_visacard&amp;RichTextMedia=yes"" tabindex=""0"">Visa Prepaid Card - Fios Service Installation FAQs</a>  <div>Questions about Verizon&rsquo;s Prepaid Card offer? Find the answer in this list of FAQs regarding the Verizon Visa Prepaid Card for Fios Service installation.</div> </div>",820ac80b-253b-4152-800d-05d3ccd0da9f,rules-global,,
banner,Banner,"email,e-mail,E-mail,aol,myemail",,approved,,,056b88ba-237e-479c-b773-9c62d85528a5,2019-03-14T03:29:51Z,,1,personalization-ann-email,,,FALSE,personalization-ann-email,rule,,2018-05-03T15:59:02.620Z,,TRUE,text,Banner,personalization-ann-email,,rules-global,,
banner,Banner,"cancel,canceling,cancellation,close,disconnect,discontinue,termination,end,stop,terminate",,approved,,,17c0b9fd-fb6b-4488-aaf8-a936c553c699,2018-05-08T16:21:52.390Z,,1,personalization-ann-cancel,,,FALSE,personalization-ann-cancel,rule,1.60E+37,2018-05-07T15:32:05.820Z,1.60E+18,TRUE,text,Banner,personalization-ann-cancel,,rules-global,,
set_params,Set Params,"cant,cannot,help,call,down,cancellation,problem,support,troubleshooting,not,repair,order,status,broken,disconnect,fix,issue,cannot,outage,repair,maintenance,cant,can't,static,trouble,complaint,reset,problem,discontinue,complaint,speed,slow,block,forwarding,setup,stop,voicemail,repair,change,password,why,terminate,block,issue,problem,program,won't,doesn't,install,configure,change,reset,beeping",,approved,,bq,4965d3e1-83fa-4950-9d9a-f3644fa9afce,2019-04-04T04:03:14.240Z,"subCategory_s:(""Support"")^100",1,Support - Boost,,,FALSE,,rule,,2018-05-15T04:07:38.400Z,,TRUE,text,Set Params,,,rules-global,,append
banner,Banner,"how to access voicemail,voice mail access number,how to setup voicemail,how to setup voice mail,set up voicemail,set up voice mail,turn off voicemail,access voicemail,voicemail access number,set up voicemail,turnoff voicemail,voice mail,voice mail settings,voicemail,access voicemail number",,approved,,,7b1ef462-fc0e-4e35-a785-e5a6d6ad0330,2018-11-19T17:21:55.200Z,,1,personalization-ann-voicemail,,,FALSE,personalization-ann-voicemail,rule,,2018-08-20T15:32:05.820Z,,TRUE,keywords,Banner,personalization-ann-voicemail,,rules-global,,
banner,Banner,"speed,slow,speedtest,test,gigabit,gigabyte",,approved,,,d79d5fa0-60a2-49b4-b767-6da22c1fbd5e,2019-03-14T03:36:28.950Z,,1,personalization-ann-speedtest,,,FALSE,personalization-ann-speedtest,rule,,2018-08-20T15:32:05.820Z,,TRUE,text,Banner,personalization-ann-speedtest,,rules-global,,
banner,Banner,"nfl,redzone,zone",,approved,,,f16f307f-14f0-4ec0-9f93-dd90b23deec7,2018-11-20T23:02:17.340Z,,1,personalization-ann-nfl,,,FALSE,personalization-ann-nfl,rule,,2018-09-10T15:32:05.820Z,,TRUE,text,Banner,personalization-ann-nfl,,rules-global,,
banner,Banner,"sports,sportspass,mlb,league",,approved,,,aec40795-d883-4bdc-8e81-5a204892cfd5,2019-03-14T03:38:07.510Z,,1,personalization-ann-sportspass,,,FALSE,personalization-ann-sportspass,rule,,2018-09-10T15:32:05.820Z,,TRUE,text,Banner,personalization-ann-sportspass,,rules-global,,
banner,Banner,"STARZ,showtime,Epix,Encore,premium,preview,hbo,thrones,billions,shameless,homeland",,approved,,,1c06b56c-2eea-4c33-9bc1-1e6d945a7af3,2019-04-15T21:54:47.360Z,,1,personalization-ann-premiumchannels,,,FALSE,personalization-ann-premiumchannels,rule,,2018-09-10T15:32:05.820Z,,TRUE,text,Banner,personalization-ann-premiumchannels,,rules-global,,
banner,Banner,"payment locations,payment location,pay in person,pay bill in person,payment centers,pay cash,cash only,cash only customers,barcode,pay near me,pay in cash",,approved,,,7c12ead6-cd52-4034-bd9b-df69f10cd08d,2019-03-27T20:06:52.440Z,,1,personalization-ann-paynearme,,,FALSE,personalization-ann-paynearme,rule,,2018-12-05T06:03:02.790Z,,TRUE,keywords,Banner,personalization-ann-paynearme,,rules-global,,
banner,Banner,"stream,streaming,watch,app",,approved,,,5977b2e6-8600-4204-a310-25cd8604d24b,2019-03-14T03:30:17.460Z,,1,personalization-ann-fiostvapp,,,FALSE,personalization-ann-fiostvapp,rule,,2019-02-15T19:54:38.730Z,,TRUE,text,Banner,personalization-ann-fiostvapp,,rules-global,,
banner,Banner,"sign out,log out,signout,logout",,approved,,,fd74f620-08da-4f54-9757-4871e93c4d72,2019-03-08T05:18:15.070Z,,1,answerbox-widget-signout,,,FALSE,answerbox-widget-signout,rule,,2019-03-08T05:18:15.070Z,,TRUE,keywords,Banner,answerbox-widget-signout,,rules-global,,
banner,Banner,"iphone,phone",,approved,,,f53e18b2-1004-420d-8b52-daa783a9f700,2019-09-19T09:17:29.160Z,,1,Wireless - Iphone,,,FALSE,,rule,,2019-09-11T17:13:02.890Z,,FALSE,text,Banner,"<div class=""padding-top-small""> <div class=""bold"">BEST MATCH</div> <a class=""text-large text-hyperlink bold"" href=""https://search.verizonwireless.com/onesearch/search/?q=iphone"" name=""&amp;lid=res_iphone&amp;lpos=promo"" tabindex=""0"" target=""_blank"">New iPhone 11\, iPhone 11 Pro\, iPhone 11 Pro Max</a> <div>Preorder the New Apple iPhone 11\, iPhone 11 Pro\, iPhone 11 Pro Max</div> </div>",,rules-global,,